IDNUMBER	structure	fmla structure	mol weight structure	nHA	nHD	CLogP	nRB	nRings	PSA	compound_name	Saltdata	inchikey	smiles	ID	inchi	Source1536wWell	volume [nL]	well_location	plate_id
P3461510		C20H19N5O3S2	441.53413	5	1	2.3	4	5	135.9	1-[4-(2,1,3-benzothiadiazol-4-ylsulfonyl)piperazin-1-yl]-2-(1H-indol-3-yl)ethanone		CVRNRZPPZIARBS-UHFFFAOYSA-N	O=C(Cc1c[nH]c2ccccc12)N3CCN(CC3)S(=O)(=O)c4cccc5nsnc45	810	InChI=1S/C20H19N5O3S2/c26-19(12-14-13-21-16-5-2-1-4-15(14)16)24-8-10-25(11-9-24)30(27,28)18-7-3-6-17-20(18)23-29-22-17/h1-7,13,21H,8-12H2	G10	100	B9	Peptide01
P6241473		C17H20N2O4S2	380.48795	6	2	2.3	8	2	142.1	rac-(2S)-2-[[2-(3-methoxyphenyl)-4-methyl-thiazole-5-carbonyl]amino]-4-methylsulfanyl-butanoic acid		WBWWCINDSWPIFI-ZDUSSCGKSA-N	COc1cccc(c1)c2nc(C)c(s2)C(=O)N[C@@H](CCSC)C(=O)O	898	InChI=1S/C17H20N2O4S2/c1-10-14(15(20)19-13(17(21)22)7-8-24-3)25-16(18-10)11-5-4-6-12(9-11)23-2/h4-6,9,13H,7-8H2,1-3H3,(H,19,20)(H,21,22)/t13-/m0/s1	G11	100	B9	Peptide01
P1107669		C23H19NO5	389.41158	6	3	1.1	6	4	95.9	rac-(2R)-2-[(3-hydroxy-6-oxo-benzo[c]chromen-4-yl)methylamino]-3-phenyl-propanoic acid		WSAMWULVMMTURK-LJQANCHMSA-N	OC(=O)[C@@H](Cc1ccccc1)NCc2c(O)ccc3c2OC(=O)c4ccccc34	986	InChI=1S/C23H19NO5/c25-20-11-10-16-15-8-4-5-9-17(15)23(28)29-21(16)18(20)13-24-19(22(26)27)12-14-6-2-1-3-7-14/h1-11,19,24-25H,12-13H2,(H,26,27)/t19-/m1/s1	G12	100	B9	Peptide01
P6243669		C17H25N3O4	335.4065	5	2	1.9	6	2	99.1	rac-(2S)-4-methyl-2-[[2-(3-oxo-6,7,8,9-tetrahydro-5H-cyclohepta[c]pyridazin-2-yl)acetyl]amino]pentanoic acid		YRSZEQIETAONCY-AWEZNQCLSA-N	CC(C)C[C@H](NC(=O)CN1N=C2CCCCCC2=CC1=O)C(=O)O	730	InChI=1S/C17H25N3O4/c1-11(2)8-14(17(23)24)18-15(21)10-20-16(22)9-12-6-4-3-5-7-13(12)19-20/h9,11,14H,3-8,10H2,1-2H3,(H,18,21)(H,23,24)/t14-/m0/s1	G13	100	B9	Peptide01
P11183540		C26H23N5O	421.50611	4	2	4.6	5	5	83.6	2-(3-pyridyl)-N-[rac-(1S)-1-(1H-benzimidazol-2-yl)-2-methyl-propyl]quinoline-4-carboxamide		ZRTOXFSADKSCGQ-DEOSSOPVSA-N	CC(C)[C@H](NC(=O)c1cc(nc2ccccc12)c3cccnc3)c4nc5ccccc5[nH]4	818	InChI=1S/C26H23N5O/c1-16(2)24(25-29-21-11-5-6-12-22(21)30-25)31-26(32)19-14-23(17-8-7-13-27-15-17)28-20-10-4-3-9-18(19)20/h3-16,24H,1-2H3,(H,29,30)(H,31,32)/t24-/m0/s1	G14	100	B10	Peptide01
P6246950		C20H22N4O3	366.42334	5	1	2.2	6	3	86.1	methyl rac-(2S)-3-phenyl-2-[(1,3,6-trimethylpyrazolo[3,4-b]pyridine-4-carbonyl)amino]propanoate		GPRMTUSLRPEYTI-INIZCTEOSA-N	COC(=O)[C@H](Cc1ccccc1)NC(=O)c2cc(C)nc3c2c(C)nn3C	906	InChI=1S/C20H22N4O3/c1-12-10-15(17-13(2)23-24(3)18(17)21-12)19(25)22-16(20(26)27-4)11-14-8-6-5-7-9-14/h5-10,16H,11H2,1-4H3,(H,22,25)/t16-/m0/s1	G15	100	B10	Peptide01
P7129733		C21H28N4O2S	400.54691	4	2	3.6	7	3	112.2	4-isopropyl-N-[rac-(1R)-1-benzyl-2-oxo-2-(1,3,4-thiadiazol-2-ylamino)ethyl]cyclohexanecarboxamide		OKTRHZCAACPPLC-KZNAEPCWSA-N	CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)Nc3nncs3	994	InChI=1S/C21H28N4O2S/c1-14(2)16-8-10-17(11-9-16)19(26)23-18(12-15-6-4-3-5-7-15)20(27)24-21-25-22-13-28-21/h3-7,13-14,16-18H,8-12H2,1-2H3,(H,23,26)(H,24,25,27)/t16-,17-,18-/m1/s1	G16	100	B10	Peptide01
P1090572		C27H27F2N3O3	479.53134	4	2	1.6	7	4	72.9	rac-(2S)-2-[[4-[bis(4-fluorophenyl)methyl]piperazine-1-carbonyl]amino]-3-phenyl-propanoic acid		PHWXZOUICNSUOU-DEOSSOPVSA-N	OC(=O)[C@H](Cc1ccccc1)NC(=O)N2CCN(CC2)C(c3ccc(F)cc3)c4ccc(F)cc4	738	InChI=1S/C27H27F2N3O3/c28-22-10-6-20(7-11-22)25(21-8-12-23(29)13-9-21)31-14-16-32(17-15-31)27(35)30-24(26(33)34)18-19-4-2-1-3-5-19/h1-13,24-25H,14-18H2,(H,30,35)(H,33,34)/t24-/m0/s1	G17	100	B10	Peptide01
P3458867		C22H22N2O5S	426.49504	6	2	3.4	9	3	126.0	rac-(2S)-2-[[2-[2-(3,4-dimethoxyphenyl)thiazol-4-yl]acetyl]amino]-3-phenyl-propanoic acid		ZKOXYAAKBAHQBD-KRWDZBQOSA-N	COc1ccc(cc1OC)c2nc(CC(=O)N[C@@H](Cc3ccccc3)C(=O)O)cs2	826	InChI=1S/C22H22N2O5S/c1-28-18-9-8-15(11-19(18)29-2)21-23-16(13-30-21)12-20(25)24-17(22(26)27)10-14-6-4-3-5-7-14/h3-9,11,13,17H,10,12H2,1-2H3,(H,24,25)(H,26,27)/t17-/m0/s1	G18	100	B10	Peptide01
P11184247		C22H21N3O5	407.42977	5	4	2.1	7	4	120.5	rac-(2S)-3-(1H-indol-3-yl)-2-[[2-[(2-oxo-3,4-dihydro-1H-quinolin-7-yl)oxy]acetyl]amino]propanoic acid		AWGLNHXEYZKGJA-IBGZPJMESA-N	OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)COc3ccc4CCC(=O)Nc4c3	914	InChI=1S/C22H21N3O5/c26-20-8-6-13-5-7-15(10-18(13)24-20)30-12-21(27)25-19(22(28)29)9-14-11-23-17-4-2-1-3-16(14)17/h1-5,7,10-11,19,23H,6,8-9,12H2,(H,24,26)(H,25,27)(H,28,29)/t19-/m0/s1	G19	100	B10	Peptide01
P11182984		C26H33N5O2	447.58521	4	2	3.8	8	4	88.4	4-isopropyl-N-[rac-(1S)-1-benzyl-2-oxo-2-([1,2,4]triazolo[4,3-a]pyridin-3-ylmethylamino)ethyl]cyclohexanecarboxamide		XWHFAMPRUKSDRK-FKBYEOEOSA-N	CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCc3nnc4ccccn34	1002	InChI=1S/C26H33N5O2/c1-18(2)20-11-13-21(14-12-20)25(32)28-22(16-19-8-4-3-5-9-19)26(33)27-17-24-30-29-23-10-6-7-15-31(23)24/h3-10,15,18,20-22H,11-14,16-17H2,1-2H3,(H,27,33)(H,28,32)/t20-,21-,22-/m0/s1	G20	100	B10	Peptide01
P6240001		C17H20N2O4S	348.42395	5	2	1.4	8	2	113.7	rac-(2S)-2-[[2-(3-acetylindol-1-yl)acetyl]amino]-4-methylsulfanyl-butanoic acid		AKUOSFHZSPFGEP-AWEZNQCLSA-N	CSCC[C@H](NC(=O)Cn1cc(C(=O)C)c2ccccc12)C(=O)O	746	InChI=1S/C17H20N2O4S/c1-11(20)13-9-19(15-6-4-3-5-12(13)15)10-16(21)18-14(17(22)23)7-8-24-2/h3-6,9,14H,7-8,10H2,1-2H3,(H,18,21)(H,22,23)/t14-/m0/s1	G21	100	B10	Peptide01
P1108340		C26H22N2O6	458.47504	5	3	4.2	6	5	121.6	rac-(2R)-2-[[2-(3,5-dimethyl-7-oxo-furo[3,2-g]chromen-6-yl)acetyl]amino]-3-(1H-indol-3-yl)propanoic acid		BJTZZEBZJSIVGA-OAQYLSRUSA-N	CC1=C(CC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)O)C(=O)Oc4cc5occ(C)c5cc14	834	InChI=1S/C26H22N2O6/c1-13-12-33-22-10-23-18(8-17(13)22)14(2)19(26(32)34-23)9-24(29)28-21(25(30)31)7-15-11-27-20-6-4-3-5-16(15)20/h3-6,8,10-12,21,27H,7,9H2,1-2H3,(H,28,29)(H,30,31)/t21-/m1/s1	G22	100	B11	Peptide01
P6243730		C20H23N5O3	381.43801	6	1	2.1	9	3	91.2	rac-(2S)-N-[2-(3,4-dimethoxyphenyl)ethyl]-3-phenyl-2-(tetrazol-1-yl)propanamide		INBSADVVIVCSPF-KRWDZBQOSA-N	COc1ccc(CCNC(=O)[C@H](Cc2ccccc2)n3cnnn3)cc1OC	922	InChI=1S/C20H23N5O3/c1-27-18-9-8-16(13-19(18)28-2)10-11-21-20(26)17(25-14-22-23-24-25)12-15-6-4-3-5-7-15/h3-9,13-14,17H,10-12H2,1-2H3,(H,21,26)/t17-/m0/s1	G23	100	B11	Peptide01
P7129708		C25H33N3O2	407.56066	3	2	4.2	8	3	71.1	4-isopropyl-N-[rac-(1R)-1-benzyl-2-oxo-2-(2-pyridylmethylamino)ethyl]cyclohexanecarboxamide		CBHYCDCXYDIMQW-MQSCRBSSSA-N	CC(C)[C@@H]1CC[C@H](CC1)C(=O)N[C@H](Cc2ccccc2)C(=O)NCc3ccccn3	1010	InChI=1S/C25H33N3O2/c1-18(2)20-11-13-21(14-12-20)24(29)28-23(16-19-8-4-3-5-9-19)25(30)27-17-22-10-6-7-15-26-22/h3-10,15,18,20-21,23H,11-14,16-17H2,1-2H3,(H,27,30)(H,28,29)/t20-,21-,23-/m1/s1	G24	100	B11	Peptide01
P6239445		C17H19FN4O4S	394.42778	5	4	1.3	9	2	162.6	rac-(2R)-2-[[2-[2-(2-fluorophenyl)thiazol-4-yl]acetyl]amino]-5-ureido-pentanoic acid		UJFOTRYCLYBWQA-CYBMUJFWSA-N	NC(=O)NCCC[C@@H](NC(=O)Cc1csc(n1)c2ccccc2F)C(=O)O	754	InChI=1S/C17H19FN4O4S/c18-12-5-2-1-4-11(12)15-21-10(9-27-15)8-14(23)22-13(16(24)25)6-3-7-20-17(19)26/h1-2,4-5,9,13H,3,6-8H2,(H,22,23)(H,24,25)(H3,19,20,26)/t13-/m1/s1	G25	100	B11	Peptide01
P6241379		C22H18FN3O3S	423.46946	4	3	4.0	6	4	123.3	rac-(2S)-2-[[2-(2-fluorophenyl)-4-methyl-thiazole-5-carbonyl]amino]-3-(1H-indol-3-yl)propanoic acid		UOEBNBGKAVUXPJ-SFHVURJKSA-N	Cc1nc(sc1C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)c4ccccc4F	842	InChI=1S/C22H18FN3O3S/c1-12-19(30-21(25-12)15-7-2-4-8-16(15)23)20(27)26-18(22(28)29)10-13-11-24-17-9-5-3-6-14(13)17/h2-9,11,18,24H,10H2,1H3,(H,26,27)(H,28,29)/t18-/m0/s1	G26	100	B11	Peptide01
P11185679		C26H24N4O	408.50738	2	2	5.0	7	5	62.7	N-[1-(1H-benzimidazol-2-yl)-2-phenyl-ethyl]-3-indol-1-yl-propanamide		SJNIVTYTKCEORH-UHFFFAOYSA-N	O=C(CCn1ccc2ccccc12)NC(Cc3ccccc3)c4nc5ccccc5[nH]4	930	InChI=1S/C26H24N4O/c31-25(15-17-30-16-14-20-10-4-7-13-24(20)30)27-23(18-19-8-2-1-3-9-19)26-28-21-11-5-6-12-22(21)29-26/h1-14,16,23H,15,17-18H2,(H,27,31)(H,28,29)	G27	100	B11	Peptide01
P11185830		C23H19N5O2	397.44018	3	3	4.4	6	5	99.6	N-[1-(1H-benzimidazol-2-yl)-2-phenyl-ethyl]-5-(2-furyl)-1H-pyrazole-3-carboxamide		HFDSFTZACGWXGA-UHFFFAOYSA-N	O=C(NC(Cc1ccccc1)c2nc3ccccc3[nH]2)c4cc([nH]n4)c5occc5	1018	InChI=1S/C23H19N5O2/c29-23(20-14-18(27-28-20)21-11-6-12-30-21)26-19(13-15-7-2-1-3-8-15)22-24-16-9-4-5-10-17(16)25-22/h1-12,14,19H,13H2,(H,24,25)(H,26,29)(H,27,28)	G28	100	B11	Peptide01
P6240667		C29H29N3O4	483.57218	4	2	4.0	7	5	83.7	3-(3,4-dimethoxyphenyl)-N-[2-(1H-indol-3-yl)ethyl]-2-methyl-1-oxo-3,4-dihydroisoquinoline-4-carboxamide		LFOKZWQYEPIHAH-UHFFFAOYSA-N	COc1ccc(cc1OC)C2C(C(=O)NCCc3c[nH]c4ccccc34)c5ccccc5C(=O)N2C	762	InChI=1S/C29H29N3O4/c1-32-27(18-12-13-24(35-2)25(16-18)36-3)26(21-9-4-5-10-22(21)29(32)34)28(33)30-15-14-19-17-31-23-11-7-6-8-20(19)23/h4-13,16-17,26-27,31H,14-15H2,1-3H3,(H,30,33)	G29	100	B11	Peptide01
P3462551		C22H18ClN3O3S	439.92406	4	3	4.5	6	4	123.3	rac-(2S)-2-[[2-(2-chlorophenyl)-4-methyl-thiazole-5-carbonyl]amino]-3-(1H-indol-3-yl)propanoic acid		OYDCUKRJRXJGKM-SFHVURJKSA-N	Cc1nc(sc1C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)c4ccccc4Cl	850	InChI=1S/C22H18ClN3O3S/c1-12-19(30-21(25-12)15-7-2-4-8-16(15)23)20(27)26-18(22(28)29)10-13-11-24-17-9-5-3-6-14(13)17/h2-9,11,18,24H,10H2,1H3,(H,26,27)(H,28,29)/t18-/m0/s1	G30	100	B12	Peptide01
P1109177		C21H17N3O3S	391.45194	4	2	4.1	6	4	112.5	3-phenyl-2-[(2-pyrrol-1-yl-1,3-benzothiazole-6-carbonyl)amino]propanoic acid		GYJLUZTYXKBJCJ-UHFFFAOYSA-N	OC(=O)C(Cc1ccccc1)NC(=O)c2ccc3nc(sc3c2)n4cccc4	938	InChI=1S/C21H17N3O3S/c25-19(22-17(20(26)27)12-14-6-2-1-3-7-14)15-8-9-16-18(13-15)28-21(23-16)24-10-4-5-11-24/h1-11,13,17H,12H2,(H,22,25)(H,26,27)	G31	100	B12	Peptide01
P11185431		C21H20ClN3O3	397.86485	4	3	3.8	7	3	95.1	rac-(2S)-2-[[2-[3-(4-chlorophenyl)-5-methyl-1H-pyrazol-4-yl]acetyl]amino]-3-phenyl-propanoic acid		PLDSPANMGJZYSP-SFHVURJKSA-N	Cc1[nH]nc(c1CC(=O)N[C@@H](Cc2ccccc2)C(=O)O)c3ccc(Cl)cc3	1026	InChI=1S/C21H20ClN3O3/c1-13-17(20(25-24-13)15-7-9-16(22)10-8-15)12-19(26)23-18(21(27)28)11-14-5-3-2-4-6-14/h2-10,18H,11-12H2,1H3,(H,23,26)(H,24,25)(H,27,28)/t18-/m0/s1	G32	100	B12	Peptide01
P11186005		C17H22N2O4	318.37589	4	2	3.0	6	2	80.6	rac-(2S)-2-(tert-butoxycarbonylamino)-3-(1-methylindol-3-yl)propanoic acid		OHPBREBKPBFZCY-ZDUSSCGKSA-N	Cn1cc(C[C@H](NC(=O)OC(C)(C)C)C(=O)O)c2ccccc12	770	InChI=1S/C17H22N2O4/c1-17(2,3)23-16(22)18-13(15(20)21)9-11-10-19(4)14-8-6-5-7-12(11)14/h5-8,10,13H,9H2,1-4H3,(H,18,22)(H,20,21)/t13-/m0/s1	G33	100	B12	Peptide01
P1158699		C22H21NO7S	443.47917	8	3	2.2	9	3	147.5	rac-(2R)-2-[[2-(5-hydroxy-4-oxo-2-phenyl-chromen-7-yl)oxyacetyl]amino]-4-methylsulfanyl-butanoic acid		KAASLVRNIIZCIU-OAHLLOKOSA-N	CSCC[C@@H](NC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3)C(=O)O	858	InChI=1S/C22H21NO7S/c1-31-8-7-15(22(27)28)23-20(26)12-29-14-9-16(24)21-17(25)11-18(30-19(21)10-14)13-5-3-2-4-6-13/h2-6,9-11,15,24H,7-8,12H2,1H3,(H,23,26)(H,27,28)/t15-/m1/s1	G34	100	B12	Peptide01
P6237090		C18H19N3O3S	357.43443	4	2	3.8	6	3	112.5	rac-(2S,3R)-3-methyl-2-[(2-pyrrol-1-yl-1,3-benzothiazole-6-carbonyl)amino]pentanoic acid		FDTBTRVZDPUVFT-ABAIWWIYSA-N	CC[C@@H](C)[C@H](NC(=O)c1ccc2nc(sc2c1)n3cccc3)C(=O)O	946	InChI=1S/C18H19N3O3S/c1-3-11(2)15(17(23)24)20-16(22)12-6-7-13-14(10-12)25-18(19-13)21-8-4-5-9-21/h4-11,15H,3H2,1-2H3,(H,20,22)(H,23,24)/t11-,15+/m1/s1	G35	100	B12	Peptide01
P1159300		C21H20N4O3S2	440.54655	4	3	3.3	7	4	140.6	2-(benzenesulfonamido)-N-[2-(1H-indol-3-yl)ethyl]-4-methyl-thiazole-5-carboxamide		PWSWPXVHVGCSDN-UHFFFAOYSA-N	Cc1nc(NS(=O)(=O)c2ccccc2)sc1C(=O)NCCc3c[nH]c4ccccc34	1034	InChI=1S/C21H20N4O3S2/c1-14-19(29-21(24-14)25-30(27,28)16-7-3-2-4-8-16)20(26)22-12-11-15-13-23-18-10-6-5-9-17(15)18/h2-10,13,23H,11-12H2,1H3,(H,22,26)(H,24,25)	G36	100	B12	Peptide01
P6242031		C18H24N2O4	332.40298	4	2	2.8	8	2	80.6	rac-(2S)-2-[3-(7-methoxyindol-1-yl)propanoylamino]-4-methyl-pentanoic acid		QUABYHYQEMEJMF-AWEZNQCLSA-N	COc1cccc2ccn(CCC(=O)N[C@@H](CC(C)C)C(=O)O)c12	778	InChI=1S/C18H24N2O4/c1-12(2)11-14(18(22)23)19-16(21)8-10-20-9-7-13-5-4-6-15(24-3)17(13)20/h4-7,9,12,14H,8,10-11H2,1-3H3,(H,19,21)(H,22,23)/t14-/m0/s1	G37	100	B12	Peptide01
P6243653		C16H23N3O4	321.37941	5	2	1.5	6	2	99.1	rac-(2S,3R)-3-methyl-2-[[2-(3-oxo-5,6,7,8-tetrahydrocinnolin-2-yl)acetyl]amino]pentanoic acid		MFIRDZWODIBWLA-BMIGLBTASA-N	CC[C@@H](C)[C@H](NC(=O)CN1N=C2CCCCC2=CC1=O)C(=O)O	866	InChI=1S/C16H23N3O4/c1-3-10(2)15(16(22)23)17-13(20)9-19-14(21)8-11-6-4-5-7-12(11)18-19/h8,10,15H,3-7,9H2,1-2H3,(H,17,20)(H,22,23)/t10-,15+/m1/s1	G38	100	B13	Peptide01
P11185914		C19H18N2O4	338.36631	4	3	3.4	7	3	91.4	rac-(2S)-2-(benzyloxycarbonylamino)-3-(1H-indol-3-yl)propanoic acid		AHYFYYVVAXRMKB-KRWDZBQOSA-N	OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OCc3ccccc3	954	InChI=1S/C19H18N2O4/c22-18(23)17(10-14-11-20-16-9-5-4-8-15(14)16)21-19(24)25-12-13-6-2-1-3-7-13/h1-9,11,17,20H,10,12H2,(H,21,24)(H,22,23)/t17-/m0/s1	G39	100	B13	Peptide01
P1157543		C15H20N2O5	308.33705	5	2	1.1	9	1	93.7	dimethyl rac-(2S)-2-(benzylcarbamoylamino)pentanedioate		VZROCKRGCVLIJU-LBPRGKRZSA-N	COC(=O)CC[C@H](NC(=O)NCc1ccccc1)C(=O)OC	1042	InChI=1S/C15H20N2O5/c1-21-13(18)9-8-12(14(19)22-2)17-15(20)16-10-11-6-4-3-5-7-11/h3-7,12H,8-10H2,1-2H3,(H2,16,17,20)/t12-/m0/s1	G40	100	B13	Peptide01
P6242974		C21H18FN3O4	395.39371	5	2	2.4	7	3	99.1	rac-(2S)-2-[[2-[3-(2-fluorophenyl)-6-oxo-pyridazin-1-yl]acetyl]amino]-3-phenyl-propanoic acid		DMSHJYSWKQMDLE-SFHVURJKSA-N	OC(=O)[C@H](Cc1ccccc1)NC(=O)CN2N=C(C=CC2=O)c3ccccc3F	786	InChI=1S/C21H18FN3O4/c22-16-9-5-4-8-15(16)17-10-11-20(27)25(24-17)13-19(26)23-18(21(28)29)12-14-6-2-1-3-7-14/h1-11,18H,12-13H2,(H,23,26)(H,28,29)/t18-/m0/s1	G41	100	B13	Peptide01
P3462497		C20H24N4O4S	416.50268	5	1	0.2	6	3	108.1	N-[rac-(1S)-1-benzyl-2-(4-methylsulfonylpiperazin-1-yl)-2-oxo-ethyl]pyridine-3-carboxamide		WAJVGDRFUDJFMK-SFHVURJKSA-N	CS(=O)(=O)N1CCN(CC1)C(=O)[C@H](Cc2ccccc2)NC(=O)c3cccnc3	874	InChI=1S/C20H24N4O4S/c1-29(27,28)24-12-10-23(11-13-24)20(26)18(14-16-6-3-2-4-7-16)22-19(25)17-8-5-9-21-15-17/h2-9,15,18H,10-14H2,1H3,(H,22,25)/t18-/m0/s1	G42	100	B13	Peptide01
P11185911		C14H20N4O4	308.3399	5	5	0.9	10	1	137.5	rac-(2S)-2-(benzyloxycarbonylamino)-5-guanidino-pentanoic acid		SJSSFUMSAFMFNM-NSHDSACASA-N	NC(=N)NCCC[C@H](NC(=O)OCc1ccccc1)C(=O)O	962	InChI=1S/C14H20N4O4/c15-13(16)17-8-4-7-11(12(19)20)18-14(21)22-9-10-5-2-1-3-6-10/h1-3,5-6,11H,4,7-9H2,(H,18,21)(H,19,20)(H4,15,16,17)/t11-/m0/s1	G43	100	B13	Peptide01
P7567847		C15H18N2O3	274.32231	3	2	2.3	4	2	71.3	rac-(2S)-3-methyl-2-[(1-methylindole-6-carbonyl)amino]butanoic acid		DKBSJJNIFRNNDR-ZDUSSCGKSA-N	CC(C)[C@H](NC(=O)c1ccc2ccn(C)c2c1)C(=O)O	1050	InChI=1S/C15H18N2O3/c1-9(2)13(15(19)20)16-14(18)11-5-4-10-6-7-17(3)12(10)8-11/h4-9,13H,1-3H3,(H,16,18)(H,19,20)/t13-/m0/s1	G44	100	B13	Peptide01
P11185259		C25H28N6O	428.54151	5	2	3.3	8	4	84.7	2-[(4,6-dimethylpyrimidin-2-yl)amino]-N-[2-(1-methylbenzimidazol-2-yl)ethyl]-3-phenyl-propanamide		UZKOTMGJLPLWMX-UHFFFAOYSA-N	Cc1cc(C)nc(NC(Cc2ccccc2)C(=O)NCCc3nc4ccccc4n3C)n1	1058	InChI=1S/C25H28N6O/c1-17-15-18(2)28-25(27-17)30-21(16-19-9-5-4-6-10-19)24(32)26-14-13-23-29-20-11-7-8-12-22(20)31(23)3/h4-12,15,21H,13-14,16H2,1-3H3,(H,26,32)(H,27,28,30)	H1	100	B13	Peptide01
P1098312		C22H29NO6S	435.54353	7	2	4.0	11	2	127.2	rac-(2S)-2-[2-(4-butyl-8-methyl-2-oxo-chromen-7-yl)oxypropanoylamino]-4-methylsulfanyl-butanoic acid		IGEMCFUXXCCYPI-JRZJBTRGSA-N	CCCCC1=CC(=O)Oc2c(C)c(OC(C)C(=O)N[C@@H](CCSC)C(=O)O)ccc12	1146	InChI=1S/C22H29NO6S/c1-5-6-7-15-12-19(24)29-20-13(2)18(9-8-16(15)20)28-14(3)21(25)23-17(22(26)27)10-11-30-4/h8-9,12,14,17H,5-7,10-11H2,1-4H3,(H,23,25)(H,26,27)/t14?,17-/m0/s1	H2	100	B14	Peptide01
P1582993		C20H20N6	344.4226	5	2	3.5	5	4	67.7	N6-benzyl-1-methyl-N4-(o-tolyl)pyrazolo[3,4-d]pyrimidine-4,6-diamine		YNVVVGLRZPUXCY-UHFFFAOYSA-N	Cc1ccccc1Nc2nc(NCc3ccccc3)nc4c2cnn4C	1234	InChI=1S/C20H20N6/c1-14-8-6-7-11-17(14)23-18-16-13-22-26(2)19(16)25-20(24-18)21-12-15-9-4-3-5-10-15/h3-11,13H,12H2,1-2H3,(H2,21,23,24,25)	H3	100	B14	Peptide01
P1094990		C17H23N3O4S	365.45456	5	3	1.6	6	2	124.0	rac-(2S)-4-methylsulfanyl-2-[[rac-(2S)-2-isopropyl-3-oxo-2,4-dihydroquinoxaline-1-carbonyl]amino]butanoic acid		JUSXNBIUDHGAIG-JSGCOSHPSA-N	CSCC[C@H](NC(=O)N1[C@@H](C(C)C)C(=O)Nc2ccccc12)C(=O)O	1066	InChI=1S/C17H23N3O4S/c1-10(2)14-15(21)18-11-6-4-5-7-13(11)20(14)17(24)19-12(16(22)23)8-9-25-3/h4-7,10,12,14H,8-9H2,1-3H3,(H,18,21)(H,19,24)(H,22,23)/t12-,14-/m0/s1	H5	100	B14	Peptide01
P1158087		C25H28N4O4	448.52631	4	3	3.5	8	4	97.4	4,7-dimethoxy-1-methyl-N-[rac-(1S)-2-[2-(1H-indol-3-yl)ethylamino]-1-methyl-2-oxo-ethyl]indole-2-carboxamide		JCQYCRDKVLRISO-HNNXBMFYSA-N	COc1ccc(OC)c2c1cc(C(=O)N[C@@H](C)C(=O)NCCc3c[nH]c4ccccc34)n2C	1154	InChI=1S/C25H28N4O4/c1-15(24(30)26-12-11-16-14-27-19-8-6-5-7-17(16)19)28-25(31)20-13-18-21(32-3)9-10-22(33-4)23(18)29(20)2/h5-10,13-15,27H,11-12H2,1-4H3,(H,26,30)(H,28,31)/t15-/m0/s1	H6	100	B14	Peptide01
P6328526		C20H19N5O	345.40733	4	0	4.6	5	4	69.6	2-benzyl-5-(5-isopropyl-1-phenyl-triazol-4-yl)-1,3,4-oxadiazole		GSZSSMAUWAFPRX-UHFFFAOYSA-N	CC(C)c1c(nnn1c2ccccc2)c3oc(Cc4ccccc4)nn3	1242	InChI=1S/C20H19N5O/c1-14(2)19-18(22-24-25(19)16-11-7-4-8-12-16)20-23-21-17(26-20)13-15-9-5-3-6-10-15/h3-12,14H,13H2,1-2H3	H7	100	B14	Peptide01
P11185218		C23H24N6O	400.48733	5	3	2.9	7	4	95.6	N-(1H-benzimidazol-2-ylmethyl)-2-[(4,6-dimethylpyrimidin-2-yl)amino]-3-phenyl-propanamide		IBHBYNQTXNPZHP-UHFFFAOYSA-N	Cc1cc(C)nc(NC(Cc2ccccc2)C(=O)NCc3nc4ccccc4[nH]3)n1	1074	InChI=1S/C23H24N6O/c1-15-12-16(2)26-23(25-15)29-20(13-17-8-4-3-5-9-17)22(30)24-14-21-27-18-10-6-7-11-19(18)28-21/h3-12,20H,13-14H2,1-2H3,(H,24,30)(H,27,28)(H,25,26,29)	H9	100	B14	Peptide01
P1158159		C24H26N4O3	418.49982	3	3	3.6	7	4	88.2	5-methoxy-1-methyl-N-[rac-(1S)-2-[2-(1H-indol-3-yl)ethylamino]-1-methyl-2-oxo-ethyl]indole-2-carboxamide		UCSQOJPDTXFJCE-HNNXBMFYSA-N	COc1ccc2c(c1)cc(C(=O)N[C@@H](C)C(=O)NCCc3c[nH]c4ccccc34)n2C	1162	InChI=1S/C24H26N4O3/c1-15(23(29)25-11-10-16-14-26-20-7-5-4-6-19(16)20)27-24(30)22-13-17-12-18(31-3)8-9-21(17)28(22)2/h4-9,12-15,26H,10-11H2,1-3H3,(H,25,29)(H,27,30)/t15-/m0/s1	H10	100	B14	Peptide01
